Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Destroyed: garcia1046 (distance: 9, speed: 10, health: 0)
Destroyed: garcia1064 (distance: 4, speed: 8, health: 0)
Destroyed: potatobot1070 (distance: 7, speed: 8, health: 0)
Destroyed: potatobot944 (distance: 4, speed: 9, health: 0)
Destroyed: darden1162 (distance: 1, speed: 2, health: 0)
Destroyed: cris1101 (distance: 11, speed: 7, health: 0)
Destroyed: paoletti882 (distance: 10, speed: 7, health: 0)
Destroyed: cris804 (distance: 4, speed: 4, health: 0)
Destroyed: fee870 (distance: 15, speed: 8, health: 0)
Destroyed: potatobot809 (distance: 6, speed: 4, health: 0)
Destroyed: noah961 (distance: 6, speed: 4, health: 0)
Destroyed: will1139 (distance: 9, speed: 8, health: 0)
Destroyed: bing1003 (distance: 16, speed: 8, health: 0)
Destroyed: bing859 (distance: 23, speed: 8, health: 0)
Destroyed: noah1087 (distance: 24, speed: 10, health: 0)
Destroyed: paoletti1107 (distance: 19, speed: 8, health: 0)
Destroyed: fee1158 (distance: 26, speed: 9, health: 0)
Destroyed: paoletti1197 (distance: 27, speed: 10, health: 0)
Destroyed: paoletti1134 (distance: 22, speed: 10, health: 0)
Destroyed: paoletti846 (distance: 21, speed: 8, health: 0)
Destroyed: noah862 (distance: 14, speed: 4, health: 0)
Destroyed: paoletti1008 (distance: 9, speed: 3, health: 0)
Destroyed: bing1012 (distance: 14, speed: 4, health: 0)
Destroyed: cris1110 (distance: 21, speed: 7, health: 0)
Destroyed: noah943 (distance: 6, speed: 2, health: 0)
Destroyed: will995 (distance: 16, speed: 5, health: 0)
Destroyed: paoletti1188 (distance: 39, speed: 9, health: 0)
Destroyed: potatobot881 (distance: 36, speed: 9, health: 0)
Destroyed: garcia965 (distance: 33, speed: 8, health: 0)
Destroyed: cris894 (distance: 24, speed: 5, health: 0)
Destroyed: paoletti999 (distance: 43, speed: 10, health: 0)
Destroyed: garcia1127 (distance: 48, speed: 10, health: 0)
Destroyed: paoletti801 (distance: 30, speed: 7, health: 0)
Destroyed: paoletti837 (distance: 34, speed: 8, health: 0)
Destroyed: will977 (distance: 46, speed: 9, health: 0)
Destroyed: paoletti1080 (distance: 35, speed: 6, health: 0)
Destroyed: darden1027 (distance: 51, speed: 10, health: 0)
Destroyed: will941 (distance: 54, speed: 10, health: 0)
Destroyed: garcia992 (distance: 40, speed: 7, health: 0)
Destroyed: paoletti1143 (distance: 39, speed: 7, health: 0)
Destroyed: cris1002 (distance: 50, speed: 9, health: 0)
Destroyed: darden856 (distance: 52, speed: 8, health: 0)
Destroyed: darden955 (distance: 61, speed: 9, health: 0)
Destroyed: paoletti1170 (distance: 62, speed: 9, health: 0)
Destroyed: will878 (distance: 56, speed: 9, health: 0)
Destroyed: darden820 (distance: 54, speed: 7, health: 0)
Destroyed: garcia938 (distance: 29, speed: 4, health: 0)
Destroyed: potatobot1007 (distance: 22, speed: 3, health: 0)
Destroyed: cris1182 (distance: 39, speed: 5, health: 0)
Destroyed: potatobot800 (distance: 40, speed: 5, health: 0)
Destroyed: darden892 (distance: 41, speed: 5, health: 0)
Destroyed: will1157 (distance: 34, speed: 4, health: 0)
Destroyed: noah880 (distance: 61, speed: 7, health: 0)
Destroyed: noah1123 (distance: 82, speed: 10, health: 0)
Destroyed: bing1138 (distance: 91, speed: 10, health: 0)
Destroyed: cris957 (distance: 91, speed: 10, health: 0)
Destroyed: noah1186 (distance: 73, speed: 8, health: 0)
Destroyed: bing913 (distance: 98, speed: 9, health: 0)
Destroyed: paoletti945 (distance: 94, speed: 9, health: 0)
Destroyed: potatobot1142 (distance: 52, speed: 5, health: 0)
Destroyed: darden1063 (distance: 85, speed: 8, health: 0)
Destroyed: garcia830 (distance: 96, speed: 9, health: 0)
Destroyed: will923 (distance: 95, speed: 9, health: 0)
Destroyed: cris1011 (distance: 102, speed: 10, health: 0)
Destroyed: darden982 (distance: 105, speed: 10, health: 0)
Destroyed: noah1132 (distance: 75, speed: 7, health: 0)
Destroyed: paoletti963 (distance: 91, speed: 9, health: 0)
Destroyed: will1013 (distance: 73, speed: 7, health: 0)
Destroyed: cris1092 (distance: 60, speed: 6, health: 0)
Destroyed: will824 (distance: 93, speed: 8, health: 0)
Destroyed: darden1000 (distance: 112, speed: 10, health: 0)
Destroyed: darden1009 (distance: 68, speed: 6, health: 0)
Destroyed: potatobot989 (distance: 55, speed: 5, health: 0)
Destroyed: noah1069 (distance: 119, speed: 10, health: 0)
Destroyed: potatobot827 (distance: 95, speed: 8, health: 0)
Destroyed: bing841 (distance: 100, speed: 9, health: 0)
Destroyed: garcia1028 (distance: 82, speed: 7, health: 0)
Destroyed: fee1023 (distance: 47, speed: 4, health: 0)
Destroyed: paoletti1071 (distance: 81, speed: 7, health: 0)
Destroyed: paoletti828 (distance: 24, speed: 2, health: 0)
Destroyed: bing823 (distance: 126, speed: 10, health: 0)
Destroyed: bing904 (distance: 77, speed: 6, health: 0)
Destroyed: noah1195 (distance: 74, speed: 6, health: 0)
Destroyed: potatobot1052 (distance: 73, speed: 6, health: 0)
Destroyed: cris912 (distance: 90, speed: 7, health: 0)
Destroyed: noah1141 (distance: 86, speed: 7, health: 0)
Destroyed: garcia1082 (distance: 111, speed: 9, health: 0)
Destroyed: paoletti954 (distance: 62, speed: 5, health: 0)
Destroyed: fee1104 (distance: 63, speed: 5, health: 0)
Destroyed: potatobot818 (distance: 48, speed: 4, health: 0)
Destroyed: bing1129 (distance: 104, speed: 8, health: 0)
Destroyed: darden883 (distance: 79, speed: 6, health: 0)
Destroyed: darden811 (distance: 106, speed: 8, health: 0)
Destroyed: garcia983 (distance: 91, speed: 7, health: 0)
Destroyed: will1094 (distance: 125, speed: 9, health: 0)
Destroyed: cris1020 (distance: 81, speed: 6, health: 0)
Destroyed: noah1051 (distance: 108, speed: 8, health: 0)
Destroyed: garcia947 (distance: 122, speed: 9, health: 0)
Destroyed: darden1189 (distance: 133, speed: 10, health: 0)
Destroyed: fee933 (distance: 146, speed: 10, health: 0)
Destroyed: noah871 (distance: 117, speed: 8, health: 0)
Destroyed: bing958 (distance: 117, speed: 8, health: 0)
Destroyed: darden910 (distance: 130, speed: 9, health: 0)
Destroyed: will1040 (distance: 128, speed: 9, health: 0)
Destroyed: fee1167 (distance: 87, speed: 6, health: 0)
Destroyed: cris1047 (distance: 144, speed: 10, health: 0)
Destroyed: garcia956 (distance: 30, speed: 2, health: 0)
Destroyed: noah1114 (distance: 107, speed: 7, health: 0)
Destroyed: will959 (distance: 122, speed: 8, health: 0)
Destroyed: bing1084 (distance: 107, speed: 7, health: 0)
Destroyed: darden802 (distance: 91, speed: 6, health: 0)
Destroyed: potatobot962 (distance: 156, speed: 10, health: 0)
Destroyed: noah1177 (distance: 62, speed: 4, health: 0)
Destroyed: noah178 (distance: 108, speed: 7, health: 0)
Destroyed: paoletti243 (distance: 90, speed: 6, health: 0)
Destroyed: paoletti603 (distance: 127, speed: 8, health: 0)
Destroyed: bing364 (distance: 66, speed: 4, health: 0)
Destroyed: darden604 (distance: 83, speed: 5, health: 0)
Destroyed: noah196 (distance: 67, speed: 4, health: 0)
Destroyed: noah250 (distance: 48, speed: 3, health: 0)
Destroyed: noah286 (distance: 66, speed: 4, health: 0)
Destroyed: paoletti1125 (distance: 168, speed: 10, health: 0)
Destroyed: will950 (distance: 116, speed: 7, health: 0)
Destroyed: bing679 (distance: 168, speed: 10, health: 0)
Destroyed: cris21 (distance: 97, speed: 6, health: 0)
Destroyed: cris57 (distance: 133, speed: 8, health: 0)
Destroyed: fee402 (distance: 32, speed: 2, health: 0)
Destroyed: potatobot305 (distance: 48, speed: 3, health: 0)
Destroyed: potatobot44 (distance: 144, speed: 9, health: 0)
Destroyed: bing355 (distance: 129, speed: 8, health: 0)
Destroyed: bing535 (distance: 113, speed: 7, health: 0)
Destroyed: cris1164 (distance: 96, speed: 6, health: 0)
Destroyed: fee366 (distance: 168, speed: 10, health: 0)
Destroyed: potatobot899 (distance: 129, speed: 8, health: 0)
Destroyed: potatobot908 (distance: 84, speed: 5, health: 0)
Destroyed: darden28 (distance: 151, speed: 9, health: 0)
Destroyed: paoletti1017 (distance: 168, speed: 10, health: 0)
Destroyed: will905 (distance: 113, speed: 7, health: 0)
Destroyed: bing112 (distance: 83, speed: 5, health: 0)
Destroyed: bing184 (distance: 50, speed: 3, health: 0)
Destroyed: garcia1100 (distance: 128, speed: 8, health: 0)
At the end of round 3, the median zombie lifetime is 1
Round: 4
Moved: paoletti0 (distance: 70, speed: 2, health: 2)
Moved: garcia2 (distance: 115, speed: 6, health: 1)
Moved: cris3 (distance: 118, speed: 4, health: 2)
Moved: bing4 (distance: 146, speed: 3, health: 4)
Moved: noah7 (distance: 130, speed: 1, health: 5)
Moved: potatobot8 (distance: 141, speed: 3, health: 2)
Moved: paoletti9 (distance: 211, speed: 3, health: 3)
Moved: darden10 (distance: 165, speed: 5, health: 5)
Moved: garcia11 (distance: 119, speed: 3, health: 1)
Moved: cris12 (distance: 238, speed: 7, health: 2)
Moved: bing13 (distance: 62, speed: 2, health: 1)
Moved: will14 (distance: 227, speed: 2, health: 3)
Moved: fee15 (distance: 213, speed: 4, health: 1)
Moved: potatobot17 (distance: 112, speed: 4, health: 5)
Moved: paoletti18 (distance: 165, speed: 2, health: 3)
Moved: darden19 (distance: 236, speed: 8, health: 4)
Moved: garcia20 (distance: 95, speed: 4, health: 5)
Moved: fee24 (distance: 216, speed: 10, health: 3)
Moved: noah25 (distance: 230, speed: 10, health: 5)
Moved: paoletti27 (distance: 107, speed: 6, health: 3)
Moved: garcia29 (distance: 154, speed: 5, health: 5)
Moved: cris30 (distance: 211, speed: 4, health: 5)
Moved: bing31 (distance: 173, speed: 3, health: 3)
Moved: fee33 (distance: 211, speed: 9, health: 5)
Moved: noah34 (distance: 163, speed: 10, health: 4)
Moved: paoletti36 (distance: 248, speed: 3, health: 3)
Moved: darden37 (distance: 273, speed: 9, health: 3)
Moved: garcia38 (distance: 154, speed: 5, health: 2)
Moved: bing40 (distance: 223, speed: 3, health: 4)
Moved: will41 (distance: 117, speed: 2, health: 3)
Moved: fee42 (distance: 273, speed: 5, health: 3)
Moved: noah43 (distance: 151, speed: 2, health: 4)
Moved: darden46 (distance: 128, speed: 6, health: 2)
Moved: garcia47 (distance: 134, speed: 6, health: 5)
Moved: bing49 (distance: 79, speed: 1, health: 5)
Moved: noah52 (distance: 133, speed: 8, health: 2)
Moved: potatobot53 (distance: 100, speed: 6, health: 5)
Moved: paoletti54 (distance: 102, speed: 1, health: 1)
Moved: darden55 (distance: 250, speed: 9, health: 1)
Moved: garcia56 (distance: 246, speed: 9, health: 4)
Moved: bing58 (distance: 165, speed: 2, health: 5)
Moved: fee60 (distance: 263, speed: 7, health: 3)
Moved: noah61 (distance: 200, speed: 8, health: 4)
Moved: potatobot62 (distance: 203, speed: 8, health: 3)
Moved: paoletti63 (distance: 146, speed: 9, health: 1)
Moved: darden64 (distance: 189, speed: 3, health: 3)
Moved: garcia65 (distance: 154, speed: 6, health: 5)
Moved: cris66 (distance: 263, speed: 7, health: 3)
Moved: bing67 (distance: 148, speed: 2, health: 2)
Moved: will68 (distance: 272, speed: 3, health: 1)
Moved: fee69 (distance: 188, speed: 4, health: 1)
Moved: noah70 (distance: 56, speed: 3, health: 1)
Moved: potatobot71 (distance: 123, speed: 1, health: 4)
Moved: cris75 (distance: 227, speed: 7, health: 2)
Moved: bing76 (distance: 101, speed: 3, health: 1)
Moved: noah79 (distance: 207, speed: 4, health: 2)
Moved: potatobot80 (distance: 203, speed: 3, health: 1)
Moved: paoletti81 (distance: 270, speed: 1, health: 3)
Moved: darden82 (distance: 274, speed: 6, health: 2)
Moved: garcia83 (distance: 222, speed: 8, health: 2)
Moved: fee87 (distance: 85, speed: 1, health: 4)
Moved: darden91 (distance: 146, speed: 2, health: 1)
Moved: bing94 (distance: 258, speed: 2, health: 1)
Moved: will95 (distance: 221, speed: 8, health: 5)
Moved: fee96 (distance: 165, speed: 9, health: 3)
Moved: noah97 (distance: 93, speed: 1, health: 5)
Moved: paoletti99 (distance: 88, speed: 2, health: 4)
Moved: darden100 (distance: 230, speed: 10, health: 2)
Moved: cris102 (distance: 217, speed: 6, health: 2)
Moved: bing103 (distance: 219, speed: 6, health: 3)
Moved: will104 (distance: 109, speed: 4, health: 1)
Moved: noah106 (distance: 75, speed: 1, health: 3)
Moved: potatobot107 (distance: 267, speed: 9, health: 5)
Moved: paoletti108 (distance: 120, speed: 4, health: 5)
Moved: will113 (distance: 106, speed: 5, health: 3)
Moved: fee114 (distance: 185, speed: 1, health: 2)
Moved: potatobot116 (distance: 139, speed: 5, health: 3)
Moved: darden118 (distance: 247, speed: 4, health: 1)
Moved: garcia119 (distance: 253, speed: 10, health: 4)
Moved: cris120 (distance: 267, speed: 1, health: 5)
Moved: will122 (distance: 138, speed: 8, health: 5)
Moved: fee123 (distance: 136, speed: 6, health: 3)
Moved: potatobot125 (distance: 189, speed: 6, health: 4)
Moved: paoletti126 (distance: 127, speed: 6, health: 5)
Moved: darden127 (distance: 122, speed: 7, health: 5)
Moved: garcia128 (distance: 61, speed: 2, health: 4)
Moved: bing130 (distance: 238, speed: 2, health: 1)
Moved: fee132 (distance: 46, speed: 1, health: 2)
Moved: paoletti135 (distance: 171, speed: 3, health: 2)
Moved: will140 (distance: 80, speed: 3, health: 4)
Moved: fee141 (distance: 141, speed: 1, health: 3)
Moved: darden145 (distance: 287, speed: 1, health: 5)
Moved: garcia146 (distance: 165, speed: 2, health: 5)
Moved: bing148 (distance: 70, speed: 4, health: 1)
Moved: will149 (distance: 250, speed: 3, health: 5)
Moved: paoletti153 (distance: 132, speed: 5, health: 3)
Moved: garcia155 (distance: 79, speed: 1, health: 5)
Moved: cris156 (distance: 273, speed: 2, health: 5)
Moved: bing157 (distance: 239, speed: 6, health: 5)
Moved: will158 (distance: 161, speed: 9, health: 4)
Moved: fee159 (distance: 54, speed: 2, health: 5)
Moved: potatobot161 (distance: 267, speed: 5, health: 4)
Moved: darden163 (distance: 183, speed: 3, health: 3)
Moved: garcia164 (distance: 94, speed: 2, health: 5)
Moved: cris165 (distance: 256, speed: 3, health: 2)
Moved: bing166 (distance: 215, speed: 2, health: 4)
Moved: will167 (distance: 100, speed: 5, health: 1)
Moved: fee168 (distance: 149, speed: 5, health: 5)
Moved: noah169 (distance: 98, speed: 5, health: 1)
Moved: potatobot170 (distance: 59, speed: 3, health: 3)
Moved: darden172 (distance: 162, speed: 7, health: 5)
Moved: garcia173 (distance: 83, speed: 5, health: 1)
Moved: cris174 (distance: 169, speed: 5, health: 1)
Moved: bing175 (distance: 284, speed: 3, health: 2)
Moved: will176 (distance: 262, speed: 8, health: 2)
Moved: fee177 (distance: 50, speed: 3, health: 4)
Moved: potatobot179 (distance: 206, speed: 8, health: 5)
Moved: paoletti180 (distance: 252, speed: 4, health: 1)
Moved: will185 (distance: 232, speed: 1, health: 4)
Moved: fee186 (distance: 151, speed: 3, health: 2)
Moved: noah187 (distance: 230, speed: 6, health: 5)
Moved: potatobot188 (distance: 119, speed: 4, health: 2)
Moved: darden190 (distance: 160, speed: 1, health: 5)
Moved: garcia191 (distance: 237, speed: 4, health: 3)
Moved: cris192 (distance: 160, speed: 5, health: 1)
Moved: will194 (distance: 43, speed: 1, health: 2)
Moved: fee195 (distance: 211, speed: 10, health: 1)
Moved: potatobot197 (distance: 264, speed: 1, health: 5)
Moved: paoletti198 (distance: 266, speed: 7, health: 2)
Moved: will203 (distance: 154, speed: 2, health: 1)
Moved: paoletti207 (distance: 187, speed: 8, health: 5)
Moved: darden208 (distance: 239, speed: 9, health: 2)
Moved: garcia209 (distance: 186, speed: 10, health: 5)
Moved: cris210 (distance: 169, speed: 8, health: 1)
Moved: bing211 (distance: 164, speed: 4, health: 3)
Moved: will212 (distance: 188, speed: 2, health: 3)
Moved: fee213 (distance: 280, speed: 6, health: 5)
Moved: noah214 (distance: 150, speed: 5, health: 5)
Moved: potatobot215 (distance: 212, speed: 8, health: 5)
Moved: paoletti216 (distance: 219, speed: 3, health: 3)
Moved: darden217 (distance: 96, speed: 2, health: 1)
Moved: garcia218 (distance: 153, speed: 3, health: 3)
Moved: noah223 (distance: 226, speed: 6, health: 5)
Moved: potatobot224 (distance: 214, speed: 1, health: 5)
Moved: paoletti225 (distance: 223, speed: 10, health: 5)
Moved: garcia227 (distance: 203, speed: 7, health: 1)
Moved: bing229 (distance: 185, speed: 8, health: 5)
Moved: will230 (distance: 221, speed: 9, health: 1)
Moved: noah232 (distance: 181, speed: 4, health: 5)
Moved: darden235 (distance: 222, speed: 8, health: 4)
Moved: fee240 (distance: 171, speed: 10, health: 4)
Moved: darden244 (distance: 106, speed: 3, health: 2)
Moved: garcia245 (distance: 209, speed: 10, health: 2)
Moved: cris246 (distance: 272, speed: 6, health: 5)
Moved: bing247 (distance: 105, speed: 5, health: 1)
Moved: fee249 (distance: 88, speed: 5, health: 4)
Moved: potatobot251 (distance: 130, speed: 1, health: 5)
Moved: darden253 (distance: 227, speed: 3, health: 5)
Moved: garcia254 (distance: 174, speed: 5, health: 3)
Moved: cris255 (distance: 233, speed: 7, health: 2)
Moved: bing256 (distance: 215, speed: 2, health: 4)
